title;topik;contentSnippet;isoDate;link;sumber
Mantan Aktor Taiwan Jadi Tersangka Pembunuhan Perempuan;hiburan;Mantan aktor Taiwan Lee Wei ditetapkan sebagai tersangka pembunuhan seorang perempuan yang terjadi Juli 2024.;2025-02-26T07:30:14.000Z;https://www.cnnindonesia.com/hiburan/20250226131048-234-1202644/mantan-aktor-taiwan-jadi-tersangka-pembunuhan-perempuan;cnn
Asri Welas Menangis Curhat Soal 17 Tahun Menikah dengan Mantan Suami;hiburan;Asri Welas buka-bukaan hingga menangis terkait penyebab rumah tangganya dengan Galiech Rida Rahardja.;2025-02-26T06:30:13.000Z;https://www.cnnindonesia.com/hiburan/20250226124416-234-1202622/asri-welas-menangis-curhat-soal-17-tahun-menikah-dengan-mantan-suami;cnn
The 1975 Tak Perlu Tanggung Jawab atas Kerugian Promotor Malaysia;hiburan;Hakim memutuskan Matty Healy The 1975 tidak dapat dimintai pertanggungjawaban pribadi atas kerugian yang dialami festival Malaysia Good Vibes.;2025-02-26T05:30:11.000Z;https://www.cnnindonesia.com/hiburan/20250226111713-227-1202592/the-1975-tak-perlu-tanggung-jawab-atas-kerugian-promotor-malaysia;cnn
Kesehatan dan Karier Senja Ozzy Osbourne Dibuat Jadi Dokumenter;hiburan;Ozzy Osbourne akan tampil dalam sebuah dokumenter yang membahas kesehatannya yang memburuk dan akhir karier dari legenda musik tersebut.;2025-02-26T04:00:04.000Z;https://www.cnnindonesia.com/hiburan/20250226091520-220-1202522/kesehatan-dan-karier-senja-ozzy-osbourne-dibuat-jadi-dokumenter;cnn
Sinopsis A Complete Unknown, Biopik Sang Legenda Bob Dylan;hiburan;A Complete Unknown menjadi film biopik terbaru yang mengangkat kisah hidup musisi legendaris Bob Dylan.;2025-02-26T02:30:14.000Z;https://www.cnnindonesia.com/hiburan/20250226082103-220-1202500/sinopsis-a-complete-unknown-biopik-sang-legenda-bob-dylan;cnn
5 Jawaban Kubu Vadel Soal Simpan hingga Pakai Uang Anak Nikita Mirzani;hiburan;Pihak Vadel Badjideh mengakui bahwa ada uang anak Nikita Mirzani, LM, yang dititipkan kepada mereka.;2025-02-26T01:01:31.000Z;https://www.cnnindonesia.com/hiburan/20250226075047-234-1202496/5-jawaban-kubu-vadel-soal-simpan-hingga-pakai-uang-anak-nikita-mirzani;cnn
Sinopsis My Dearest Nemesis, Cinta di Gim Jadi Benci di Dunia Nyata;hiburan;Sinopsis My Dearest Nemesis tentang dua orang jatuh cinta berkat game online, tapi berujung tak baik dan dipertemukan lagi saat dewasa.;2025-02-25T23:37:59.000Z;https://www.cnnindonesia.com/hiburan/20250225050954-220-1202030/sinopsis-my-dearest-nemesis-cinta-di-gim-jadi-benci-di-dunia-nyata;cnn
Sinopsis Friendly Rivalry, Hyeri Terobsesi Murid Baru di Sekolah;hiburan;Sinopsis Friendly Rivalry tentang Persaingan sengit pelajar dari keluarga kaya yang genius (Hyeri) dengan murid pindahan (Jung Su-bin).;2025-02-25T14:00:22.000Z;https://www.cnnindonesia.com/hiburan/20250217200920-220-1199337/sinopsis-friendly-rivalry-hyeri-terobsesi-murid-baru-di-sekolah;cnn
Kanye West dan Bianca Censori Batal Pisah Usai Rumor Cerai;hiburan;Kanye West dan Bianca Censori batal berpisah setelah sempat diberitakan akan bercerai.;2025-02-25T13:10:35.000Z;https://www.cnnindonesia.com/hiburan/20250225130504-234-1202226/kanye-west-dan-bianca-censori-batal-pisah-usai-rumor-cerai;cnn
5 Hal yang Perlu Diketahui Sebelum Menonton Conclave;hiburan;Berikut lima hal yang perlu diketahui sebelum menonton Conclave mulai 26 Februari 2025 di bioskop.;2025-02-25T12:20:39.000Z;https://www.cnnindonesia.com/hiburan/20250225150725-220-1202293/5-hal-yang-perlu-diketahui-sebelum-menonton-conclave;cnn
Sinopsis Don't Breathe, Bioskop Trans TV 25 Februari 2025;hiburan;Bioskop Trans TV malam ini, Selasa (25/2), akan menayangkan Don't Breathe (2016) pada pukul 21.00 WIB.;2025-02-25T11:30:05.000Z;https://www.cnnindonesia.com/hiburan/20250225135513-220-1202257/sinopsis-dont-breathe-bioskop-trans-tv-25-februari-2025;cnn
Karla Sofia Gascon Jadi Datang ke Oscar 2025, Dimodalin Netflix;hiburan;Karla Sofia Gascon jadi datang ke Oscar 2025 setelah segala huru-hara yang disebabkan oleh kicauan lama bintang film Emilia Perez tersebut.;2025-02-25T10:30:19.000Z;https://www.cnnindonesia.com/hiburan/20250225155810-220-1202323/karla-sofia-gascon-jadi-datang-ke-oscar-2025-dimodalin-netflix;cnn
Meghan Markle Riuh Digosipkan Didepak dari Agensinya;hiburan;Meghan Markle riuh dirumorkan didepak oleh agensi bakatnya di Hollywood, WME alias Endeavor.;2025-02-25T09:30:37.000Z;https://www.cnnindonesia.com/hiburan/20250225143308-234-1202277/meghan-markle-riuh-digosipkan-didepak-dari-agensinya;cnn
Ashley St. Clair Gugat Hak Asuh Tunggal Anak ke-13 Elon Musk;hiburan;Perempuan yang mengaku melahirkan anak ke-13 Elon Musk kini menggugat taipan tersebut atas hak asuh tunggal bayi laki-laki itu.;2025-02-25T08:30:32.000Z;https://www.cnnindonesia.com/hiburan/20250225065848-234-1202048/ashley-st-clair-gugat-hak-asuh-tunggal-anak-ke-13-elon-musk;cnn
Phil Collins Akui Sakit Parah Bunuh Hasrat untuk Bermusik Lagi;hiburan;Phil Collins mengakui kini dirinya tak lagi berminat untuk bermusik, setelah mengalami sakit parah yang memaksanya untuk pensiun.;2025-02-25T07:34:10.000Z;https://www.cnnindonesia.com/hiburan/20250225104806-234-1202138/phil-collins-akui-sakit-parah-bunuh-hasrat-untuk-bermusik-lagi;cnn
G-Dragon Resmi Rilis Album Solo Ubermensch Usai 12 Tahun;hiburan;G-Dragon resmi comeback dengan merilis album solo berjudul Ubermensch pada Selasa (25/2).;2025-02-25T06:34:20.000Z;https://www.cnnindonesia.com/hiburan/20250225133122-227-1202246/g-dragon-resmi-rilis-album-solo-ubermensch-usai-12-tahun;cnn
Profil Carmen H2H, Idol Indonesia Resmi Debut di SM Entertainment;hiburan;Berikut profil Carmen H2H, idol perempuan Indonesia dan Asia Tenggara pertama yang debut di bawah SM Entertainment.;2025-02-25T05:30:40.000Z;https://www.cnnindonesia.com/hiburan/20250225094700-227-1202099/profil-carmen-h2h-idol-indonesia-resmi-debut-di-sm-entertainment;cnn
Nunung Pilih Tinggal di Kos dan Jual Banyak Aset untuk Biaya Berobat;hiburan;Nunung menjelaskan dirinya dan sang suami, Iyan Sambiran, tinggal di kos kawasan Pancoran, Jakarta Selatan, sejak delapan bulan lalu.;2025-02-25T04:30:03.000Z;https://www.cnnindonesia.com/hiburan/20250225111603-234-1202155/nunung-pilih-tinggal-di-kos-dan-jual-banyak-aset-untuk-biaya-berobat;cnn
Lisa BLACKPINK hingga Duo Wicked Akan Tampil di Piala Oscar 2025;hiburan;Lisa BLACKPINK, Doja Cat, RAYE, hingga Ariana Grande dan Cynthia Erivo akan tampil di Piala Oscar 2025.;2025-02-25T03:30:28.000Z;https://www.cnnindonesia.com/hiburan/20250225101728-220-1202117/lisa-blackpink-hingga-duo-wicked-akan-tampil-di-piala-oscar-2025;cnn
Daniel Craig Respons James Bond Kini Punya Bos Baru;hiburan;Daniel Craig buka suara terkait waralaba James Bond yang kini memiliki bos baru, Amazon MGM.;2025-02-25T02:30:13.000Z;https://www.cnnindonesia.com/hiburan/20250225075557-220-1202068/daniel-craig-respons-james-bond-kini-punya-bos-baru;cnn
Para Bintang Conclave Ikut Khawatir atas Kondisi Paus Fransiskus;hiburan;Para bintang Conclave ikut khawatir atas kesehatan Paus Fransiskus yang beberapa hari terakhir sakit parah.;2025-02-25T01:30:53.000Z;https://www.cnnindonesia.com/hiburan/20250225082013-220-1202072/para-bintang-conclave-ikut-khawatir-atas-kondisi-paus-fransiskus;cnn
FOTO: Tradisi Syukuran Panen Durian Kenduren Wonosalam Jombang;hiburan;Ribuan warga memadati Lapangan Kecamatan Wonosalam, Kabupaten Jombang, Jawa Timur, pada Minggu (23/2), untuk ikut serta tradisi kenduren atau kenduri durian.;2025-02-25T00:30:36.000Z;https://www.cnnindonesia.com/hiburan/20250224113507-243-1201748/foto-tradisi-syukuran-panen-durian-kenduren-wonosalam-jombang;cnn
Nikita Mirzani Belum Serumah dengan LM Usai Vadel Jadi Tersangka;hiburan;Nikita Mirzani mengungkapkan putri sulungnya, LM, masih mengikuti proses pemulihan di yayasan.;2025-02-24T23:30:12.000Z;https://www.cnnindonesia.com/hiburan/20250224153649-234-1201883/nikita-mirzani-belum-serumah-dengan-lm-usai-vadel-jadi-tersangka;cnn
Yoo Yeon-seok Gelar Fan Meeting di Jakarta 5 April 2025;hiburan;Yoo Yeon-seok menggelar fan meeting perdana di Indonesia pada 5 April 2025.;2025-02-24T14:00:38.000Z;https://www.cnnindonesia.com/hiburan/20250224155009-234-1201893/yoo-yeon-seok-gelar-fan-meeting-di-jakarta-5-april-2025;cnn
VIDEO: Captain America Brave New World Masih Pimpin Box Office;hiburan;Captain America: Brave New World masih memimpin box office meskipun mengalami penurunan 68 persen dari pekan pertamanya.;2025-02-24T13:15:03.000Z;https://www.cnnindonesia.com/hiburan/20250224154956-224-1201892/video-captain-america-brave-new-world-masih-pimpin-box-office;cnn
Sinopsis Black and Blue, Bioskop Trans TV 24 Februari 2025;hiburan;Bioskop Trans TV hari ini, Senin 24 Februari 2025, akan menayangkan Black and Blue (2019) pada pukul 21.00 WIB.;2025-02-24T11:40:39.000Z;https://www.cnnindonesia.com/hiburan/20250224145856-220-1201859/sinopsis-black-and-blue-bioskop-trans-tv-24-februari-2025;cnn
Nikita Mirzani Soal Jadi Tersangka Kasus Pemerasan: Aku Happy;hiburan;Nikita Mirzani tidak cemas setelah resmi ditetapkan sebagai tersangka kasus pengancaman hingga pemerasan terhadap Reza Gladys.;2025-02-24T11:40:04.000Z;https://www.cnnindonesia.com/hiburan/20250224150537-234-1201873/nikita-mirzani-soal-jadi-tersangka-kasus-pemerasan-aku-happy;cnn
Idol Indonesia Pertama di SM, Carmen Resmi Debut Bareng Hearts2Hearts;hiburan;Carmen resmi debut bersama Hearts2Hearts (H2H) setelah girl group itu merilis lagu debut berjudul The Chase pada Senin (24/2).;2025-02-24T10:30:01.000Z;https://www.cnnindonesia.com/hiburan/20250224171440-227-1201933/idol-indonesia-pertama-di-sm-carmen-resmi-debut-bareng-hearts2hearts;cnn
Meski Masih di Puncak, Box Office Captain America 4 Anjlok;hiburan;Meski masih menguasai puncak, tapi pendapatan pekan kedua Captain America Brave New World melemah signifikan.;2025-02-24T09:40:02.000Z;https://www.cnnindonesia.com/hiburan/20250224141644-220-1201838/meski-masih-di-puncak-box-office-captain-america-4-anjlok;cnn
Ahmad Dhani Tuding Agnez Mo 10 Tahun Bawakan Lagunya Tanpa Izin;hiburan;Ahmad Dhani mengatakan Agnez Mo tidak pernah meminta izin atau sekadar berterima kasih meski kerap membawakan lagu Cinta Mati selama sekitar 10 tahun.;2025-02-24T08:40:02.000Z;https://www.cnnindonesia.com/hiburan/20250224133502-227-1201825/ahmad-dhani-tuding-agnez-mo-10-tahun-bawakan-lagunya-tanpa-izin;cnn
Jadwal Tayang Bioskop Trans TV 24 Februari - 2 Maret 2025;hiburan;Berikut jadwal tayang Bioskop Trans TV 24 Februari - 2 Maret 2025.;2025-02-24T07:40:30.000Z;https://www.cnnindonesia.com/hiburan/20250224124227-220-1201781/jadwal-tayang-bioskop-trans-tv-24-februari-2-maret-2025;cnn
Ending When the Stars Gossip Dihujat Penonton, Rating Ikut Jeblok;hiburan;Drama Korea When the Stars Gossip resmi berakhir saat episode 16 dirilis pada Minggu (23/2).;2025-02-24T06:40:37.000Z;https://www.cnnindonesia.com/hiburan/20250224115932-220-1201765/ending-when-the-stars-gossip-dihujat-penonton-rating-ikut-jeblok;cnn
Konser Sheila On 7 di Bandung pada 12 April 2025 Dipastikan Hoaks;hiburan;Pengumuman yang menyebut Sheila On 7 dan Bernadya akan konser di Cornerstone Auditorium Bandung pada 12 April 2025, dipastikan kabar bohong alias hoaks.;2025-02-24T05:40:02.000Z;https://www.cnnindonesia.com/hiburan/20250224113532-227-1201756/konser-sheila-on-7-di-bandung-pada-12-april-2025-dipastikan-hoaks;cnn
Daftar Lengkap Pemenang SAG Awards 2025;hiburan;Berikut daftar lengkap pemenang SAG Awards 2025 yang diumumkan Senin (24/2) pagi waktu Indonesia.;2025-02-24T04:40:37.000Z;https://www.cnnindonesia.com/hiburan/20250224104009-220-1201717/daftar-lengkap-pemenang-sag-awards-2025;cnn
FOTO: Sukatani Tetap Menggebrak Slawi Usai Riuh Bayar Bayar Bayar;hiburan;Band punk asal Purbalingga, Sukatani, manggung di festival Crowd Noise di Slawi, Kabupaten Tegal, Jawa Tengah, pada Minggu (23/2).;2025-02-24T03:40:46.000Z;https://www.cnnindonesia.com/hiburan/20250224101407-229-1201692/foto-sukatani-tetap-menggebrak-slawi-usai-riuh-bayar-bayar-bayar;cnn
Sinopsis Conclave, Drama dan Intrik di Balik Pemilihan Paus Baru;hiburan;Sinopsis Conclave: film ini mengisahkan berbagai drama dan skandal yang terkuak di tengah para kardinal bersaing menjadi penerus Takhta Suci.;2025-02-24T02:40:31.000Z;https://www.cnnindonesia.com/hiburan/20250221175829-220-1201109/sinopsis-conclave-drama-dan-intrik-di-balik-pemilihan-paus-baru;cnn
Jadwal Tayang Spider-Man 4 Diundur, Hindari Bentrok dengan The Odyssey;hiburan;Jadwal tayang Spider-Man 4 Tom Holland diundur beberapa hari dari semula 24 Juli 2026, menjadi 31 Juli 2026.;2025-02-24T01:50:18.000Z;https://www.cnnindonesia.com/hiburan/20250224081954-220-1201621/jadwal-tayang-spider-man-4-diundur-hindari-bentrok-dengan-the-odyssey;cnn
Pernyataan Lengkap Anggun C Sasmi Usai Dituduh Zionis;hiburan;Anggun menceritakan dirinya dituduh zionis hanya karena berkomentar soal penampilan musisi Israel di Eurovision.;2025-02-24T00:40:01.000Z;https://www.cnnindonesia.com/hiburan/20250224071143-234-1201609/pernyataan-lengkap-anggun-c-sasmi-usai-dituduh-zionis;cnn
Choi Min-sik Diincar Jadi Profesor di Drama The Boy in the Last Row;hiburan;Choi Min-sik diincar membintangi The Boy in the Last Row hasil adaptasi naskah pertunjukan Spanyol karya Juan Mayorga.;2025-02-23T23:35:11.000Z;https://www.cnnindonesia.com/hiburan/20250219122058-220-1199966/choi-min-sik-diincar-jadi-profesor-di-drama-the-boy-in-the-last-row;cnn
Bong Joon-ho Bocorkan Rencana Garap Film Horor Action Baru;hiburan;Bong Joon-ho membocorkan salah satu proyek terbarunya setelah Mickey 17. Film itu akan bergenre horor action.;2025-02-23T18:44:17.000Z;https://www.cnnindonesia.com/hiburan/20250220163255-220-1200639/bong-joon-ho-bocorkan-rencana-garap-film-horor-action-baru;cnn
Lee Dong-wook Jadi Agen Asuransi Perceraian di The Divorce Insurance;hiburan;Lee Dong-wook akan jadi agen asuransi perceraian dalam drama The Divorce Insurance yang tayang mulai 31 Maret 2025.;2025-02-23T16:15:04.000Z;https://www.cnnindonesia.com/hiburan/20250220150129-220-1200563/lee-dong-wook-jadi-agen-asuransi-perceraian-di-the-divorce-insurance;cnn
Sinopsis Suicide Squad, Bioskop Trans TV 23 Februari 2025;hiburan;Jadwal Bioskop Trans TV malam ini (23 Februari) Suicide Squad. Beriktu sinopsis Suicide Squad dibintangi Will Smith dan Margot Robbie.;2025-02-23T11:10:01.000Z;https://www.cnnindonesia.com/hiburan/20250221164314-220-1201079/sinopsis-suicide-squad-bioskop-trans-tv-23-februari-2025;cnn
Anggun Klarifikasi Isu Zionisme: Komentar Saya Murni Soal Musik;hiburan;Penyanyi internasional asal Indonesia, Anggun C Sasmi, angkat bicara terkait tuduhan yang menyebut dirinya sebagai pendukung Zionisme.;2025-02-23T10:40:53.000Z;https://www.cnnindonesia.com/hiburan/20250223171242-234-1201519/anggun-klarifikasi-isu-zionisme-komentar-saya-murni-soal-musik;cnn
FOTO: Tradisi Unggahan Warga Adat Bonokeling Banyumas Sambut Ramadan;hiburan;Masyarakat Adat Bonokeling di Desa Pekuncen Banyumas memiliki tradisi unik Perlon Unggahan menyambut bulan suci puasa Ramadan.;2025-02-23T07:50:26.000Z;https://www.cnnindonesia.com/hiburan/20250223104705-243-1201437/foto-tradisi-unggahan-warga-adat-bonokeling-banyumas-sambut-ramadan;cnn
Kiky Saputri Umumkan Kelahiran Anak Pertama;hiburan;Kiky Saputri dan suaminya, Muhammad Khairi, mengumumkan kelahiran anak pertama mereka bernama Kayesha Nadha Khairi.;2025-02-23T06:55:50.000Z;https://www.cnnindonesia.com/hiburan/20250223135256-234-1201478/kiky-saputri-umumkan-kelahiran-anak-pertama;cnn
Kronologi Perseteruan Agnez Mo vs Ahmad Dhani soal Kasus Hak Cipta;hiburan;Berikut kronologi Agnez Mo dan Ahmad Dhani saling berseteru di tengah kasus hak cipta yang digugat Ari Bias.;2025-02-23T04:00:00.000Z;https://www.cnnindonesia.com/hiburan/20250221165913-227-1201084/kronologi-perseteruan-agnez-mo-vs-ahmad-dhani-soal-kasus-hak-cipta;cnn
Sukatani Konser di Tegal Hari Ini, Acara Mulai Pukul 15.00 WIB;hiburan;Band punk rock asal Purbalingga Jawa Tengah, Sukatani, akan tampil di acara Crowd Noise di Slawi, Tegal hari ini, Minggu (23/2).;2025-02-23T03:04:32.000Z;https://www.cnnindonesia.com/hiburan/20250223100216-227-1201432/sukatani-konser-di-tegal-hari-ini-acara-mulai-pukul-1500-wib;cnn
Film Terakhir Kim Sae-ron Dijadwalkan Tayang Tahun Ini;hiburan;Everyday We Are, film terakhir dibintangi Kim Sae-ron dijadwalkan tayang tahun ini.;2025-02-23T02:10:00.000Z;https://www.cnnindonesia.com/hiburan/20250221193153-220-1201146/film-terakhir-kim-sae-ron-dijadwalkan-tayang-tahun-ini;cnn
Sutradara Semangat Kembangkan Detective Chinatown Usai Film ke-4;hiburan;Aktor dan sutradara Dai Mo buka suara mengenai pengembangan semesta film Detective Chinatown, setelah Detective Chinatown 1900.;2025-02-22T17:01:40.000Z;https://www.cnnindonesia.com/hiburan/20250221180321-220-1201114/sutradara-semangat-kembangkan-detective-chinatown-usai-film-ke-4;cnn
Avatar: Seven Havens Mulai Digarap, Berlatar Setelah Legend of Korra;hiburan;Serial Avatar produksi Nickelodeon berlanjut dengan sekuel terbaru berjudul Avatar: Seven Havens.;2025-02-22T14:35:00.000Z;https://www.cnnindonesia.com/hiburan/20250221142713-220-1200988/avatar-seven-havens-mulai-digarap-berlatar-setelah-legend-of-korra;cnn
Band Sukatani Sebut Saat Ini Berada di Ruang yang Lebih Aman;hiburan;Dua personel Sukatani menyatakan saat ini dalam kondisi yang baik dan berada pada ruang aman.;2025-02-22T13:00:43.000Z;https://www.cnnindonesia.com/hiburan/20250222192555-227-1201352/band-sukatani-sebut-saat-ini-berada-di-ruang-yang-lebih-aman;cnn
FOTO: Terpukau Pameran 'Semesta Arkiv' yang Respons Kerusakan Laut;hiburan;Seniman asal Bandung menggelar pameran tunggalnya bertajuk 'Semesta Arkiv' di Galeri Nasional, Jakarta, selama 22 Februari - 11 Mei 2025.;2025-02-22T12:21:22.000Z;https://www.cnnindonesia.com/hiburan/20250222180523-243-1201339/foto-terpukau-pameran-semesta-arkiv-yang-respons-kerusakan-laut;cnn
Sukatani Terima Kasih Didukung Publik: Kondisi Kami Sudah Membaik;hiburan;Band Sukatani muncul melalui story di akun Instagramnya dan mengucapkan terima kasih atas dukungan yang diberikan.;2025-02-22T11:20:00.000Z;https://www.cnnindonesia.com/hiburan/20250222175206-227-1201335/sukatani-terima-kasih-didukung-publik-kondisi-kami-sudah-membaik;cnn
Sinopsis Crouching Tiger Hidden Dragon, Bioskop Trans TV 22 Februari;hiburan;Jadwal Bioskop Trans TV malam ini (22 Februari) Crouching Tiger, Hidden Dragon. Berikut sinopsis Crouching Tiger, Hidden Dragon.;2025-02-22T11:10:37.000Z;https://www.cnnindonesia.com/hiburan/20250221172147-220-1201091/sinopsis-crouching-tiger-hidden-dragon-bioskop-trans-tv-22-februari;cnn
George Clooney Kini Hidup Sebagai Petani dan Mengendarai Traktor;hiburan;Aktor senior George Clooney kini menjalani kehidupan sebagai petani. Ia bahkan tak segan mengendarai traktor.;2025-02-22T09:40:07.000Z;https://www.cnnindonesia.com/hiburan/20250222142651-234-1201291/george-clooney-kini-hidup-sebagai-petani-dan-mengendarai-traktor;cnn
Andrew Garfield dan Monica Barbaro Dikabarkan Berpacaran;hiburan;Andrew Garfield dan Monica Barbaro dikabarkan sedang menjalin hubungan asmara alias resmi pacaran.;2025-02-22T06:55:00.000Z;https://www.cnnindonesia.com/hiburan/20250222132339-234-1201279/andrew-garfield-dan-monica-barbaro-dikabarkan-berpacaran;cnn
Bantah Lakukan Pemerasan, Nikita Mirzani Mengaku Tak Kenal Reza Gladys;hiburan;Nikita Mirzani, melalui kuasa hukumnya, Fahmi Bachmid, membantah telah melakukan pemerasan. Ia bahkan mengaku tak mengenal sosok Reza Gladys, apalagi memeras.;2025-02-22T06:10:33.000Z;https://www.cnnindonesia.com/hiburan/20250222123149-234-1201266/bantah-lakukan-pemerasan-nikita-mirzani-mengaku-tak-kenal-reza-gladys;cnn
Sinopsis You Are the Apple of My Eye (2025), Manis Pahit Cinta SMA;hiburan;Sinopsis You Are the Apple of My Eye (2025), manis pahit cinta SMA Jinyoung bersama Dahyun TWICE.;2025-02-22T02:21:31.000Z;https://www.cnnindonesia.com/hiburan/20250221181504-220-1201120/sinopsis-you-are-the-apple-of-my-eye-2025-manis-pahit-cinta-sma;cnn
Fakta-fakta Nikita Mirzani Tersangka Kasus Pemerasan;hiburan;Berikut fakta-fakta mengenai Nikita Mirzani menjadi tersangka kasus pemerasan.;2025-02-22T00:00:44.000Z;https://www.cnnindonesia.com/hiburan/20250221154724-234-1201049/fakta-fakta-nikita-mirzani-tersangka-kasus-pemerasan;cnn
Review Film: Detective Chinatown 1900;hiburan;Review Detective Chinatown 1900: Film yang memiliki tema berbeda dari pendahulunya karena terasa begitu kental sebagai alat propaganda pemerintah China.;2025-02-21T13:45:20.000Z;https://www.cnnindonesia.com/hiburan/20250221132319-220-1200949/review-film-detective-chinatown-1900;cnn
Justin Baldoni Sempat Ungkap Peran Taylor Swift di It Ends With Us;hiburan;Dalam sebuah klip wawancara pada masa promosi film yang kembali muncul, Justin Baldoni ditanya soal peran Taylor Swift dalam film tersebut.;2025-02-21T13:00:02.000Z;https://www.cnnindonesia.com/hiburan/20250220164546-234-1200641/justin-baldoni-sempat-ungkap-peran-taylor-swift-di-it-ends-with-us;cnn
Martin Scorsese Kembali Gandeng Leonardo DiCaprio untuk Film Baru;hiburan;Martin Scorsese kembali gandeng Leonardo DiCaprio untuk film baru dan pertama kalinya juga akan bekerja sama dengan Dwayne Johnson.;2025-02-21T12:15:19.000Z;https://www.cnnindonesia.com/hiburan/20250221130218-220-1200924/martin-scorsese-kembali-gandeng-leonardo-dicaprio-untuk-film-baru;cnn
Tata Cara, Bacaan Niat, dan Doa Sholat Tarawih 8 Rakaat;gayahidup;Ada beberapa macam salat tarawih tergantung jumlah rakaatnya, salah satunya 8 rakaat. Bagaimana tata cara, niat, dan doa sholat tarawih 8 rakaat?;2025-02-28T10:08:31.000Z;https://www.cnnindonesia.com/gaya-hidup/20250224171117-284-1201931/tata-cara-bacaan-niat-dan-doa-sholat-tarawih-8-rakaat;cnn
FOTO: Bayi Beruang Kutub Menggemaskan Debut di Aquarium Sao Paulo;gayahidup;Nur, beruang kutub betina, yang pertama dari jenisnya yang lahir di Amerika Latin, tepatnya di Aquarium Sao Paulo, Brasil, diperkenalkan pada 27 Februari 2025.;2025-02-28T10:00:05.000Z;https://www.cnnindonesia.com/gaya-hidup/20250228094541-272-1203370/foto-bayi-beruang-kutub-menggemaskan-debut-di-aquarium-sao-paulo;cnn
Resep 5 Bumbu Dasar, Solusi Masak Sahur Sat Set Tanpa Ribet;gayahidup;Menyetok lima bahan dasar akan memudahkan Anda untuk menyiapkan sahur Ramadan 2025. Ini resepnya;2025-02-28T09:00:22.000Z;https://www.cnnindonesia.com/gaya-hidup/20250225171045-262-1202354/resep-5-bumbu-dasar-solusi-masak-sahur-sat-set-tanpa-ribet;cnn
Buat Stok Masak Sahur, Cek Cara Bikin Kaldu Tulang Serbaguna;gayahidup;Kaldu tulang bisa jadi serbaguna dan menyehatkan. Menyiapkannya selama bulan Ramadan bisa membantu Anda mempersiapkan menu sahur dengan cepat.;2025-02-28T08:00:10.000Z;https://www.cnnindonesia.com/gaya-hidup/20250227190115-262-1203259/buat-stok-masak-sahur-cek-cara-bikin-kaldu-tulang-serbaguna;cnn
Masuk Ancol Gratis Selama Ramadan, Berlaku Mulai Jam 5 Sore;gayahidup;Kawasan Ancol merupakan lokasi destinasi wisata hingga kuliner yang terletak di Jakarta Utara, yang masih jadi daya tarik masyarakat sekitaran Jakarta.;2025-02-28T07:00:21.000Z;https://www.cnnindonesia.com/gaya-hidup/20250228121738-269-1203494/masuk-ancol-gratis-selama-ramadan-berlaku-mulai-jam-5-sore;cnn
6 Tanaman yang Disukai Ulat Bulu, Paling Sering Dihinggapi;gayahidup;Punya pekarangan dengan beragam tanaman hias memang indah. Tapi hati-hati, ada beberapa tanaman yang paling sering dihinggapi ulat bulu. Apa saja?;2025-02-28T06:00:28.000Z;https://www.cnnindonesia.com/gaya-hidup/20250227140552-284-1203115/6-tanaman-yang-disukai-ulat-bulu-paling-sering-dihinggapi;cnn
7 Permintaan Aneh Penumpang Pesawat ke Pramugari: Ganti Popok Bayi;gayahidup;Terkadang permintaan dari penumpang pesawat terbilang aneh, bahkan sangat aneh hingga membuat pramugari bingung untuk menyikapinya.;2025-02-28T05:15:44.000Z;https://www.cnnindonesia.com/gaya-hidup/20250228080331-269-1203385/7-permintaan-aneh-penumpang-pesawat-ke-pramugari-ganti-popok-bayi;cnn
Jangan Sepelekan Skoliosis di Usia Muda, Bisa Berujung Saraf Kejepit;gayahidup;Skoliosis muda yang tak ditangani bisa picu saraf kejepit hingga muncul punuk. Olahraga dan terapi sejak dini dapat mencegah dampaknya.;2025-02-28T04:30:30.000Z;https://www.cnnindonesia.com/gaya-hidup/20250228075636-255-1203328/jangan-sepelekan-skoliosis-di-usia-muda-bisa-berujung-saraf-kejepit;cnn
Deretan Negara yang Mudah Berikan Kewarganegaraan, Ada Turki;gayahidup;Mungkin ini saatnya untuk mengejar hasrat pindah ke luar negeri. Itu pun bukan sekadar pindah, karena kamu perlu mampu bertahan dan beradaptasi di negara baru.;2025-02-28T03:45:30.000Z;https://www.cnnindonesia.com/gaya-hidup/20250227214505-269-1203291/deretan-negara-yang-mudah-berikan-kewarganegaraan-ada-turki;cnn
Rahasia Sayur Pare, Pahit di Lidah Tapi Manis untuk Kesehatan;gayahidup;Pare pahit tapi kaya manfaat. Dari turunkan gula darah hingga lawan kanker, inilah alasan Anda harus mulai mengonsumsinya.;2025-02-28T03:00:03.000Z;https://www.cnnindonesia.com/gaya-hidup/20250227131046-262-1203081/rahasia-sayur-pare-pahit-di-lidah-tapi-manis-untuk-kesehatan;cnn
Daftar Maskapai Terbaik dan Terburuk di Dunia 2025, Ada dari RI?;gayahidup;Penilaian penumpang diukur berdasarkan kebersihan kabin pesawat, layanan pelanggan, dan proses pemesanan hingga boarding yang dilakukan maskapai penerbangan.;2025-02-28T02:15:11.000Z;https://www.cnnindonesia.com/gaya-hidup/20250227214156-269-1203289/daftar-maskapai-terbaik-dan-terburuk-di-dunia-2025-ada-dari-ri;cnn
